Model,Username,User_Country,User_Province,User_City,User_PostalCode,Numpublication,NumPublicationAdoption,NumPublicationHelp,NumPublicationStray,NumComment,UserAge,Work,Studies,Marital Status,Children,Housing,Other Pets,NumPets,Gender,Specie,Chip,Sex,Race,Age,State,AnimalShelter
PublicationAdoption,Nellie,Honduras,Valladolid,Murcia,21188,3187,1032,178,1977,654,36,Carpintero,Magisterio,divorced,20,duplex,,6,,cat,no,intact_female,Siberiano,3,vet,animalshelter
AnimalShelter,Mary,Bolivia,Alava,Irun,14532,2624,678,358,1588,786,15,Archivólogo,"Finanzas, banca y seguros",divorced,10,loft,several,10,female,bunny,,intact_male,Tan,0,other,animalshelter
AnimalShelter,Martin,India,Las Palmas de Gran Canaria,Gijón,91645,3595,1756,1476,363,1824,19,Archivólogo,Administración y gestión de empresas,relationship,16,flat,,2,,turtles,,intact_male,Rusa,2,vet,animalshelter
AnimalAdoption,Kathryn,Argentina,Sevilla,Morón de la Frontera,17596,2352,1874,471,7,1980,29,Arquitecto,ESO,,9,ground floor,cat,19,,hamster,unknown,neutered_female,Ruso enano,20,adopted,animalshelter
AnimalAdoption,Margarita,Colombia,La Palma,Getafe,52299,2081,1389,634,58,924,78,Profesor,Tecnología y protección del medio ambiente,relationship,3,duplex,cat,13,male,cat,no,intact_female,Birmano,16,sick,animalshelter
AnimalShelter,Krystle,Peru,Toledo,Córdoba,57017,5664,1961,1979,1724,435,65,,Derecho,,3,attic,other,0,,snake,no,neutered_female,Culebra,16,healthy,animalshelter
Animal,Bart,Chile,Alava,Jaca,15534,4207,1756,587,1864,1617,4,Biólogo,Criminología,separated,4,quadplex,cat,12,male,hamster,,intact_female,Chino,20,other,animalshelter
PublicationAdoption,Carolee,Pakistan,Toledo,Navarra,99204,2609,490,429,1690,859,33,Carpintero,Ingeniería Informatica,divorced,14,ground floor,several,7,nobinary,cat,unknown,castrated_male,Bobtail americano,4,vet,animalshelter
PublicationAdoption,Charlotte,Costa Rica,Albacete,Basque Country,11887,3633,811,1928,894,230,82,Lavandero,Criminología,separated,9,flat,several,11,,bunny,no,intact_male,Gigante de Flandes,17,vet,animalshelter
Animal,Kirby,Panama,Barcelona,Bilbao,71159,2530,1107,798,625,316,52,Cocinero,"Finanzas, banca y seguros",married,5,quadplex,,15,female,cat,unknown,intact_male,Siberiano,8,dead,animalshelter
AnimalAdoption,Mary,Cuba,Soria,Avilés,13482,4063,1704,1517,842,63,51,Bibliotecólogo,Tecnologías de la información y comunicación,married,13,bungalows,snake,20,,cat,unknown,unknow,Birmano,3,dead,animalshelter
AnimalShelter,Dede,Argentina,Girona,Cartagena,39608,4200,1489,1930,781,345,8,Carpintero,Criminología,married,13,triplex,several,17,nobinary,other,unknown,intact_female,Pedresa,17,dead,animalshelter
Animal,Erica,Honduras,Guipuzcoa,Arucas,76705,2805,1627,1078,100,1772,44,Periodista,Mercadotecnia y publicidad,divorced,17,attic,bunny,14,other,snake,unknown,unknow,Pitón,17,dead,animalshelter
AnimalAdoption,Sarah,Republica Dominicana,Madrid,Morón de la Frontera,35581,3495,144,1584,1767,1325,6,,Tecnologías de la información y comunicación,single,7,bungalows,cat,8,nobinary,cat,,intact_female,Ruso azul,11,foster,animalshelter
PublicationAdoption,Kay,Republica de Irlanda,Cuenca,Cornellà,20266,2395,1094,223,1078,1778,54,Filólogo,Ingeniería Informatica,relationship,12,apartment,turtles,10,female,dog,yes,intact_female,Galgo Polaco (Chart Polski),13,adopted,animalshelter
Animal,John,Singapur,Almería,Madrid,73383,2045,113,535,1397,618,79,Sociólogo,Psicología,relationship,11,semi-detached house,other,18,male,turtles,unknown,intact_female,Mapa,20,foster,animalshelter
PublicationAdoption,Gayle,Panama,Tarragona,Santurtzi,80939,4297,975,1421,1901,37,59,,Ingeniería química,single,20,detached house,cat,1,other,hamster,,intact_male,Roborowski,12,unknown,animalshelter
AnimalShelter,Ronald,Costa Rica,Toledo,Oviedo,46868,1812,775,128,909,1467,90,Cocinero,Trabajo y atención social,divorced,11,ground floor with garden,dog,15,other,bunny,yes,intact_male,English angora,15,vet,animalshelter
AnimalShelter,Vivian,Mexico,Sevilla,Valdepeñas,54064,3308,485,974,1849,981,98,Lavandero,Tecnología y protección del medio ambiente,,20,ground floor,turtles,13,,other,unknown,intact_male,Duroc,11,unknown,animalshelter
Animal,Angela,Malta,Orense,Palma,80969,3449,1755,1001,693,1458,42,Bibliotecólogo,Psicología,married,0,attic,,2,female,turtles,yes,neutered_female,Orejas amarillas,12,healthy,animalshelter
AnimalAdoption,Jared,Guatemala,Toledo,Portugalete,18168,3955,1550,1264,1141,1643,74,Médico cirujano,"Negocios y administración, programas multidisciplinarios o generales",single,15,studio,,14,nobinary,hamster,,intact_male,Enano de Campbell,2,unknown,animalshelter
AnimalShelter,Duane,Venezuela,Cantabria,Ceuta (autonomous city),31598,2162,1972,43,147,1825,76,Geógrafo,Bellas artes,divorced,18,,cat,20,other,cat,yes,intact_female,Ruso azul,11,sick,animalshelter
AnimalShelter,Bonnie,Alemania,Orense,Ceuta (autonomous city),13362,4653,1553,1721,1379,367,69,Contador,Ingeniería química,,9,studio,turtles,1,other,dog,unknown,unknow,Bulldog inglés,4,other,animalshelter
Animal,Joseph,El Salvador,León,Guadalajara,70063,2274,128,1523,623,499,77,,Ingeniería Informatica,married,3,flat,cat,11,other,snake,,castrated_male,Cobra,15,unknown,animalshelter
AnimalShelter,Hester,India,Alava,Alcalá de Henares,81254,3737,1082,793,1862,122,92,Carpintero,Economía,relationship,20,apartment,turtles,17,nobinary,turtles,,intact_female,Mapa,18,foster,animalshelter
PublicationAdoption,Constance,Venezuela,Lérida,Ciudad Real,43124,3442,965,776,1701,1515,86,Geógrafo,Bachillerato,,19,flat,,5,nobinary,bunny,yes,intact_female,English angora,9,foster,animalshelter
Pages,Howard,Chile,Tenerife,Úbeda,59710,2318,719,1574,25,1604,48,Artesano,"Negocios y administración, programas multidisciplinarios o generales",,9,bungalows,dog,4,nobinary,,,,,0,,
AnimalAdoption,Jeremy,Malta,Badajoz,Segovia,72849,2881,865,497,1519,254,37,Geógrafo,Contabilidad y fiscalización,separated,5,duplex,,2,male,snake,,intact_male,Víbora,16,unknown,animalshelter
AnimalAdoption,Sandra,Nicaragua,Guadalajara,Badalona,34772,3769,1354,865,1550,1958,95,Biólogo,Magisterio,divorced,5,loft,several,7,female,hamster,unknown,neutered_female,Chino,1,healthy,animalshelter
PublicationAdoption,Gene,Francia,Lérida,Segovia,39141,3103,852,1048,1203,612,88,Profesor,Ingeniería mecánica y metalurgia,relationship,18,,cat,9,nobinary,dog,no,neutered_female,Terrier checo (Ceský teriér),3,vet,animalshelter
AnimalAdoption,Anna,España,La Gomera,Villaviciosa,14817,3550,266,1563,1721,621,35,Cocinero,Tecnologías de la información y comunicación,separated,16,duplex,cat,12,nobinary,turtles,yes,neutered_female,Bosque,0,vet,animalshelter
PublicationAdoption,David,España,Girona,Ciudad Real,39457,4195,1014,1312,1869,1409,91,Psicólogo,Derecho,relationship,9,attic,several,8,,cat,no,neutered_female,Siberiano,14,adopted,animalshelter
Pages,John,Bolivia,El Hierro,San Martín del Rey Aurelio,68048,4250,1840,669,1741,554,17,Periodista,Negocios y comercio,single,1,quadplex,hamster,11,nobinary,,,,,0,,
Animal,Nova,Francia,Teruel,Murcia,51467,2942,299,660,1983,1031,32,Lechero,Magisterio,single,19,detached house,hamster,16,other,dog,unknown,intact_male,Dálmata,7,adopted,animalshelter
PublicationAdoption,Ricky,Alemania,Málaga,Segovia,89918,3589,1845,495,1249,852,11,Mecánico,Ingeniería mecánica y metalurgia,married,4,semi-detached house,,8,female,bunny,unknown,intact_female,Rex,5,unknown,animalshelter
Animal,Geneva,España,Guipuzcoa,Caravaca,12222,3599,1180,890,1529,373,31,Cocinero,Tecnología y protección del medio ambiente,married,16,duplex,several,9,nobinary,snake,unknown,intact_male,Pitón,15,unknown,animalshelter
PublicationAdoption,Melissa,Guinea Ecuatorial,Lanzarote,Vilagarcía de Arousa,45135,3467,1133,564,1770,782,52,Cocinero,Ingeniería Informatica,separated,18,detached house,bunny,3,other,cat,unknown,intact_female,Ruso azul,10,other,animalshelter
AnimalShelter,Virginia,El Salvador,Huesca,Almadén,73948,3388,350,1592,1446,1151,57,Sociólogo,"Negocios y administración, programas multidisciplinarios o generales",single,13,flat,turtles,10,female,hamster,unknown,castrated_male,Sirio,16,adopted,animalshelter
AnimalAdoption,Delores,Bolivia,Cádiz,Caravaca,94402,2574,89,1260,1225,1980,0,,Ciencias políticas,divorced,10,loft,cat,13,other,hamster,,castrated_male,Roborowski,4,unknown,animalshelter
AnimalAdoption,Paul,Colombia,Menorca,Tortosa,16234,4349,734,1809,1806,1233,1,Bibliotecólogo,Negocios y comercio,divorced,16,studio,turtles,2,other,hamster,no,castrated_male,Enano de Campbell,9,vet,animalshelter
AnimalShelter,Thomas,Guatemala,Ceuta,Guernica,59219,1387,734,601,52,1173,57,Computista,Psicología,single,6,loft,other,18,male,turtles,no,unknow,Caja de florida,6,foster,animalshelter
AnimalShelter,Kenneth,Venezuela,Lérida,Pola de Siero,61008,2646,612,350,1684,1153,80,,Trabajo y atención social,divorced,19,terraced house,,2,,snake,,neutered_female,Serpiente de Rata Negra,7,sick,animalshelter
Pages,Martha,España,La Gomera,La Línea,59457,3953,1725,1505,723,918,57,Carpintero,Sociología y antropología,married,11,,turtles,1,female,,,,,0,,
PublicationAdoption,Sandra,Colombia,Málaga,Extremadura,24532,1879,522,836,521,1658,2,Lavandero,Criminología,married,16,duplex,,9,nobinary,cat,no,unknow,Manx,12,sick,animalshelter
Pages,Kathleen,Guatemala,Murcia,Cuenca,57109,3320,578,904,1838,376,39,Químico,Magisterio,divorced,11,studio,dog,14,male,,,,,0,,
Animal,Brian,Paraguay,Huelva,Ronda,54065,4126,1326,967,1833,485,66,Lavandero,Psicología,married,3,flat,bunny,4,male,turtles,yes,intact_female,Mapa,6,dead,animalshelter
Pages,James,Francia,Soria,Huelva,13957,4997,1560,1856,1581,597,87,Abogado,ESO,single,18,studio,,16,other,,,,,0,,
Animal,Agnes,Nicaragua,Zaragoza,Galicia,85353,3336,1604,902,830,583,57,Computista,Mercadotecnia y publicidad,married,2,quadplex,hamster,0,nobinary,snake,unknown,unknow,Serpiente del maíz,4,foster,animalshelter
PublicationAdoption,Sharon,Reino Unido,Valladolid,Toro,39332,3018,930,1812,276,1693,94,Periodista,Trabajo y atención social,relationship,18,terraced house,other,13,other,other,no,castrated_male,Betizu,14,healthy,animalshelter
AnimalShelter,Gemma,Republica de Irlanda,Formentera,Lora del Río,53405,2727,706,1752,269,419,18,Lechero,Economía,married,7,,other,19,female,other,unknown,unknow,Betizu,17,adopted,animalshelter
Animal,Raymond,Malta,Huelva,Barakaldo,44185,3770,1271,980,1519,1423,10,,Trabajo y atención social,single,13,terraced house,other,9,other,cat,yes,unknow,Persa,7,other,animalshelter
PublicationAdoption,Henry,Republica Dominicana,Orense,Toro,75777,3079,1743,1062,274,1841,36,Médico cirujano,Tecnología y protección del medio ambiente,married,13,semi-detached house,dog,12,nobinary,hamster,yes,castrated_male,Sirio,0,sick,animalshelter
Pages,Zofia,Venezuela,Alicante,Algeciras,34391,3211,1966,440,805,1120,2,Carpintero,"Finanzas, banca y seguros",,17,,,12,,,,,,0,,
AnimalShelter,Thomas,Nicaragua,Santa Cruz de Tenerife,Valladolid,65662,1877,929,297,651,900,7,,Derecho,,16,terraced house,cat,9,nobinary,hamster,,intact_male,Sirio,6,adopted,animalshelter
Animal,Abby,Republica de Irlanda,Las Palmas de Gran Canaria,Coín,36134,2261,1004,468,789,1573,7,Físico,Ingeniería química,relationship,0,loft,bunny,7,nobinary,snake,no,neutered_female,Serpiente de coral,7,adopted,animalshelter
Animal,Anthony,Reino Unido,Castellón,Monforte de Lemos,81653,2265,853,1347,65,1629,72,Carpintero,Ingeniería mecánica y metalurgia,divorced,7,apartment,cat,2,other,cat,unknown,neutered_female,Somali,14,vet,animalshelter
PublicationAdoption,Susan,Singapur,Castellón,Santurtzi,51075,3578,1639,1574,365,554,96,Sociólogo,ESO,single,10,apartment,bunny,7,male,snake,,unknow,Anaconda,6,healthy,animalshelter
PublicationAdoption,Helen,India,Albacete,Zamora,73909,4380,1113,1408,1859,1743,97,,Ingeniería mecánica y metalurgia,single,3,ground floor with garden,turtles,19,male,other,yes,castrated_male,Alvera,16,other,animalshelter
Animal,Jeanette,Guatemala,Santa Cruz de Tenerife,Mérida,51334,3308,938,1305,1065,320,58,Enfermero,Tecnologías de la información y comunicación,relationship,11,flat,snake,9,male,bunny,unknown,intact_male,Gigante de Flandes,9,unknown,animalshelter
Animal,Stephen,España,Granada,Málaga,64418,3691,1162,772,1757,606,76,Contador,Mercadotecnia y publicidad,,1,quadplex,other,8,,snake,,neutered_female,Cobra,11,foster,animalshelter
AnimalShelter,Lucio,Paraguay,Alava,La Orotava,69797,3015,1391,55,1569,188,57,Sociólogo,Ingeniería mecánica y metalurgia,married,20,ground floor,dog,20,male,cat,no,intact_male,Birmano,11,other,animalshelter
AnimalShelter,Denese,Paraguay,Albacete,Getafe,44589,3808,1097,1035,1676,997,15,Archivólogo,Negocios y comercio,married,9,,several,13,,bunny,yes,unknow,Blanco de Hotot,2,adopted,animalshelter
Animal,Gabriela,Uruguay,Zamora,Marchena,55848,4181,1117,1986,1078,1447,89,Politólogo,Ingeniería Informatica,married,7,triplex,snake,18,nobinary,snake,unknown,intact_male,Pitón,19,adopted,animalshelter
Pages,Cathy,Paraguay,Toledo,Ferrol,60640,2336,566,233,1537,862,75,Artesano,Bachillerato,single,7,flat,turtles,11,female,,,,,0,,
AnimalAdoption,James,Francia,Navarra,Valladolid,96232,5034,1297,1977,1760,1902,84,Biólogo,Economía,separated,15,detached house,bunny,13,male,dog,no,unknow,Bouvier des Flandres,10,other,animalshelter
Pages,Krista,El Salvador,Santa Cruz de Tenerife,Priego de Córdoba,97313,4327,962,1656,1709,1644,53,Paleontólogo,Administración y gestión de empresas,married,15,quadplex,,9,,,,,,0,,
AnimalAdoption,Patsy,Chile,Avila,Toro,59038,3842,1398,1741,703,1915,9,Técnico de sonido,Psicología,single,18,bungalows,cat,10,nobinary,dog,unknown,castrated_male,Schnauzer gigante (Riesenschnauzer),6,unknown,animalshelter
PublicationAdoption,Werner,Bolivia,Tenerife,Alcántara,63289,3745,1463,1977,305,364,23,Filólogo,Contabilidad y fiscalización,,0,,,12,female,hamster,,intact_male,Chino,0,other,animalshelter
Animal,Charles,Colombia,Barcelona,Don Benito,27592,3105,1240,248,1617,1396,12,Mecánico,ESO,separated,14,terraced house,several,13,,hamster,unknown,castrated_male,Ruso enano,2,adopted,animalshelter
Pages,Christopher,Venezuela,Sevilla,Vizcaya,44991,2418,618,1178,622,999,19,Enfermero,Bellas artes,relationship,12,quadplex,cat,19,female,,,,,0,,
AnimalShelter,Tamara,Guinea Ecuatorial,Santa Cruz de Tenerife,Plasencia,72183,2137,335,676,1126,1237,46,Psicólogo,Sociología y antropología,single,13,apartment,several,17,male,snake,,castrated_male,Anaconda,2,other,animalshelter
AnimalShelter,Nancy,Guinea Ecuatorial,Pontevedra,Torrelavega,45540,4318,1159,1481,1678,774,27,Matemático,Administración y gestión de empresas,relationship,0,detached house,snake,10,,cat,no,neutered_female,Birmano,7,adopted,animalshelter
Animal,Thad,Honduras,Mallorca,El Puerto de Santa María,87411,2582,818,1391,373,596,33,,Tecnología y protección del medio ambiente,married,11,studio,snake,15,nobinary,dog,yes,neutered_female,Scottish terrier,6,unknown,animalshelter
AnimalShelter,Maren,Guatemala,Badajoz,Santa Cruz de Tenerife,62766,2696,1299,1242,155,1414,75,Biólogo,Ciencias políticas,single,3,terraced house,several,19,,hamster,yes,neutered_female,Enano de Campbell,18,healthy,animalshelter
Pages,Jonathan,Peru,Gran Canaria,Tortosa,17883,3467,1196,570,1701,1643,0,Biólogo,Ciencias políticas,married,12,triplex,cat,10,nobinary,,,,,0,,
PublicationAdoption,Martin,Cuba,La Palma,Balearic Islands,68079,2880,23,1977,880,1432,2,Ingeniero,Trabajo y atención social,separated,3,semi-detached house,other,19,nobinary,other,,intact_female,Alvera,9,unknown,animalshelter
Animal,Vernon,Guatemala,Mallorca,Carballo,24855,2472,1448,336,688,28,11,Archivólogo,Derecho,married,17,attic,hamster,20,female,other,unknown,unknow,Pedresa,16,foster,animalshelter
AnimalAdoption,Debra,Venezuela,Tenerife,Monforte de Lemos,80611,2680,410,657,1613,437,23,,Ingeniería mecánica y metalurgia,divorced,12,detached house,hamster,11,male,dog,unknown,castrated_male,Lebrel Afgano,0,foster,animalshelter
AnimalAdoption,Carla,Bolivia,Huelva,Santa Cruz de Tenerife,10540,2531,1176,805,550,993,47,Físico,Criminología,separated,20,triplex,bunny,16,nobinary,cat,,castrated_male,Maine coon,13,adopted,animalshelter
AnimalShelter,Holly,Reino Unido,Cuenca,Jaén,70502,4081,1511,1944,626,155,57,Bibliotecólogo,Magisterio,married,17,triplex,bunny,18,male,other,no,intact_female,Pedresa,9,sick,animalshelter
Animal,Sandra,Cuba,Tenerife,Extremadura,45069,2671,1932,358,381,1639,15,Médico cirujano,Sociología y antropología,married,2,flat,cat,15,nobinary,dog,,castrated_male,Spitz de Norbotten (Norbottenspets),3,foster,animalshelter
PublicationAdoption,Janina,Peru,Granada,Sabadell,66269,4247,1754,711,1782,498,59,Computista,Ingeniería química,single,15,ground floor,snake,16,nobinary,hamster,,intact_female,Chino,5,foster,animalshelter
AnimalShelter,Lester,Bolivia,Lérida,Álava,31159,3133,273,1585,1275,1935,38,Artesano,Bachillerato,divorced,11,,,18,female,turtles,yes,neutered_female,Cumberland,9,vet,animalshelter
PublicationAdoption,Jeff,Pakistan,Lanzarote,Badajoz,34463,3520,1075,1489,956,1913,5,Químico,Derecho,,9,studio,snake,18,female,turtles,yes,unknow,Pintada,2,dead,animalshelter
AnimalShelter,Anthony,Reino Unido,Lugo,Don Benito,61344,2574,1519,687,368,811,19,Electricista,Psicología,married,0,ground floor,bunny,10,other,cat,yes,intact_male,Siberiano,10,dead,animalshelter
Pages,Ruby,Guinea Ecuatorial,Guadalajara,Carmona,78008,2010,1646,172,192,798,87,Psicólogo,Psicología,separated,11,triplex,bunny,5,nobinary,,,,,0,,
PublicationAdoption,Janet,El Salvador,Huesca,Málaga,73530,2968,286,1367,1315,225,53,Cerrajero,Ciencias políticas,divorced,17,triplex,turtles,13,female,bunny,yes,intact_female,Toy,17,sick,animalshelter
Animal,Melissa,Malta,Santa Cruz de Tenerife,Donostia–San Sebastián,40509,2960,1936,214,810,254,9,Lavandero,Ciencias políticas,separated,5,duplex,turtles,5,male,other,no,unknow,Alvera,18,sick,animalshelter
Animal,Ana,Mexico,Tenerife,Eibar,63645,3143,1581,1317,245,374,100,Farmacólogo,Economía,married,2,terraced house,snake,12,other,hamster,,intact_male,Sirio,9,unknown,animalshelter
PublicationAdoption,Rosie,Uruguay,Castellón,Jerez de la Frontera,83176,3148,877,865,1406,1816,14,Mecánico,Contabilidad y fiscalización,married,4,terraced house,,1,nobinary,hamster,unknown,castrated_male,Roborowski,18,sick,animalshelter
Animal,Maggie,Guinea Ecuatorial,Tarragona,Zaragoza,49992,4457,1920,835,1702,1733,73,Técnico de sonido,Magisterio,separated,18,,cat,12,female,turtles,no,intact_female,Rusa,11,sick,animalshelter
AnimalAdoption,Leontine,Guatemala,Ibiza,Lugo,16408,2282,617,1051,614,627,97,,Mercadotecnia y publicidad,relationship,10,,dog,7,other,other,no,intact_female,Alvera,13,dead,animalshelter
Animal,Russell,El Salvador,Mallorca,Mieres,25988,3018,415,1589,1014,757,36,Contador,Derecho,separated,18,terraced house,other,12,,hamster,,neutered_female,Ruso enano,10,other,animalshelter
AnimalAdoption,Linda,El Salvador,Ibiza,Murcia,32890,2991,469,994,1528,236,17,Politólogo,Derecho,single,15,loft,,0,other,dog,no,intact_female,Sabueso de Posavaz,2,dead,animalshelter
Animal,Christopher,Peru,Ciudad Real,Valdepeñas,98454,3469,1394,1980,95,1092,46,Técnico de sonido,"Negocios y administración, programas multidisciplinarios o generales",,2,terraced house,hamster,1,nobinary,hamster,,castrated_male,Roborowski,9,adopted,animalshelter
